ID,LIMIT_BAL,SEX_2,EDUCATION_2,EDUCATION_3,EDUCATION_4,MARRIAGE_2,MARRIAGE_3,AGE,DEFAULT,pay_sum,utilization_ratio_mean,bill_trend,bill_sum,pay_trend,payment_sum,payment_ratio_mean,loss_given_default
3905,160000,0,0,1,0,0,0,30,0,3,0.4394,31498.0,421863,-787.0,11716,0.0122,410147
3906,450000,0,1,0,0,0,0,46,0,-6,0.0346,-19305.0,93368,-10096.0,102630,0.038,-9262
3907,380000,1,0,0,0,0,0,33,0,0,0.456,-54598.0,1039590,39273.0,167819,0.0736,871771
3908,30000,1,0,0,0,1,0,29,1,5,0.2731,8926.0,49153,335.0,1006,0.0056,48147
3909,50000,0,1,0,0,1,0,24,0,0,0.605,21058.0,181495,558.0,6135,0.0204,175360
3910,220000,0,1,0,0,1,0,30,1,3,0.4954,-215905.0,653923,68641.0,240932,0.1825,412991
3911,50000,1,1,0,0,0,0,32,1,-3,0.0096,-180.0,2880,-180.0,2880,0.0096,0
3912,90000,1,0,0,0,1,0,27,0,-9,0.0,0.0,0,0.0,0,0.0,0
3913,80000,0,1,0,0,0,0,26,0,0,0.593,36619.0,284648,1688.0,9263,0.0193,275385
3914,390000,0,0,0,0,0,0,44,0,-4,0.0843,-17408.0,197317,6451.0,119899,0.0512,77418
3915,140000,0,1,0,0,1,0,43,0,0,0.7084,26306.0,595043,222.0,26151,0.0311,568892
3916,360000,1,1,0,0,0,0,32,0,-5,0.1157,-6083.0,249826,-62106.0,215089,0.0996,34737
3917,50000,0,0,1,0,1,0,26,1,2,0.9689,1042.0,290659,288.0,12136,0.0405,278523
3918,260000,0,0,0,0,0,0,37,1,0,0.8385,62261.0,1308132,3933.0,38200,0.0245,1269932
3919,180000,1,0,1,0,0,0,43,1,-2,0.2896,-22340.0,312815,18140.0,76421,0.0708,236394
3920,360000,0,0,0,0,1,0,26,0,-8,0.0039,-6667.0,8498,-7000.0,21000,0.0097,-12502
3921,230000,1,0,0,0,1,0,35,1,-10,0.0019,877.0,2630,0.0,0,0.0,2630
3922,130000,0,0,0,0,1,0,25,0,-4,0.126,-18055.0,98242,-10328.0,66429,0.0852,31813
3923,20000,1,0,1,0,0,0,42,0,0,0.9437,-860.0,113249,-181.0,7426,0.0619,105823
3924,200000,1,0,1,0,0,0,41,0,-12,0.025,-10199.0,30036,-1145.0,31512,0.0263,-1476
3925,220000,1,1,0,0,0,0,35,0,0,0.3034,73077.0,400498,1053.0,21840,0.0165,378658
3926,20000,0,0,0,0,1,0,25,0,0,0.432,1276.0,51837,94.0,6093,0.0508,45744
3927,20000,0,1,0,0,1,0,24,0,0,0.9175,316.0,110101,641.0,5744,0.0479,104357
3928,240000,1,0,1,0,1,0,40,1,0,0.8855,26570.0,1275087,500.0,46500,0.0323,1228587
3929,480000,1,0,0,0,0,0,50,0,-6,0.0197,7032.0,56695,3325.0,51190,0.0178,5505
3930,50000,1,1,0,0,0,0,29,0,0,0.5679,-1581.0,170365,1127.0,9620,0.0321,160745
3931,100000,0,1,0,0,0,0,40,0,-6,0.1023,20468.0,61404,333.0,1000,0.0017,60404
3932,120000,1,0,0,0,1,0,34,1,6,0.9468,-8354.0,681695,-23.0,27131,0.0377,654564
3933,230000,1,0,0,0,0,0,27,0,0,0.4995,-15521.0,689364,-3686.0,43058,0.0312,646306
3934,20000,0,1,0,0,0,0,32,0,0,0.7877,3601.0,94519,538.0,4765,0.0397,89754
3935,50000,0,1,0,0,1,0,27,0,-4,0.2046,19658.0,61393,1185.0,3555,0.0118,57838
3936,130000,1,0,0,0,0,0,32,0,12,0.9072,-4088.0,707651,-1400.0,24200,0.031,683451
3937,150000,1,0,0,0,0,0,38,0,-12,0.0019,579.0,1736,0.0,0,0.0,1736
3938,60000,1,0,0,0,1,0,30,0,11,0.7208,-3074.0,259477,635.0,9106,0.0253,250371
3939,260000,0,1,0,0,1,0,44,0,0,0.1379,2459.0,215113,224.0,8272,0.0053,206841
3940,500000,0,1,0,0,0,0,40,0,-2,0.0437,19330.0,131242,3359.0,10094,0.0034,121148
3941,270000,1,1,0,0,0,0,34,0,0,0.2755,97.0,446363,-1000.0,25000,0.0154,421363
3942,410000,1,0,0,0,1,0,34,1,-6,0.0058,4318.0,14287,4318.0,14287,0.0058,0
3943,60000,1,1,0,0,1,0,29,0,2,0.8253,-17150.0,297091,19119.0,70576,0.196,226515
3944,200000,1,0,0,0,0,0,31,0,-6,0.0143,2476.0,17182,-490.0,27266,0.0227,-10084
3945,50000,0,0,1,0,0,1,45,0,-4,0.0205,-1273.0,6160,1563.0,4690,0.0156,1470
3946,500000,1,0,0,0,1,0,35,1,-12,-0.0001,0.0,-438,0.0,0,0.0,-438
3947,150000,1,0,0,0,0,0,35,0,-10,0.005,819.0,4517,730.0,4250,0.0047,267
3948,170000,0,0,1,0,0,0,44,0,-9,0.0,0.0,0,0.0,0,0.0,0
3949,50000,1,1,0,0,1,0,25,0,2,1.0294,-760.0,308817,-870.0,13691,0.0456,295126
3950,130000,0,1,0,0,0,0,42,0,-6,0.0064,439.0,4972,658.0,4314,0.0055,658
3951,120000,0,0,1,0,0,0,30,0,8,0.9016,28104.0,649118,707.0,19920,0.0277,629198
3952,70000,0,0,0,0,1,0,28,0,0,0.18,-3965.0,75585,-833.0,11500,0.0274,64085
3953,320000,1,1,0,0,0,0,44,0,-6,0.0373,17506.0,71682,16849.0,69592,0.0362,2090
3954,110000,1,1,0,0,0,0,37,0,0,0.8169,18952.0,539187,18167.0,72500,0.1098,466687
3955,420000,1,0,0,0,1,0,30,0,-2,0.036,22030.0,90689,-214.0,24755,0.0098,65934
3956,240000,1,1,0,0,0,0,49,0,-6,0.1818,-31906.0,261826,-50198.0,305214,0.212,-43388
3957,380000,0,0,0,0,1,0,33,0,0,0.217,-13325.0,494746,-3333.0,50000,0.0219,444746
3958,20000,1,1,0,0,1,0,22,0,0,0.5967,6601.0,71599,563.0,3744,0.0312,67855
3959,50000,1,0,0,0,1,0,42,1,8,0.7717,-3096.0,231521,-96.0,13487,0.045,218034
3960,20000,0,0,1,0,1,0,23,0,-3,0.0227,127.0,2720,0.0,1560,0.013,1160
3961,20000,1,1,0,0,1,0,31,0,3,0.9491,-2542.0,113895,633.0,6700,0.0558,107195
3962,240000,1,0,0,0,1,0,28,0,0,0.8497,10682.0,1223595,559.0,44462,0.0309,1179133
3963,340000,1,1,0,0,0,0,57,1,-7,0.0008,-535.0,1558,-534.0,1603,0.0008,-45
3964,90000,1,1,0,0,1,0,23,1,12,0.2174,-2294.0,117388,-477.0,6430,0.0119,110958
3965,50000,1,1,0,0,0,0,56,0,0,0.4517,12791.0,135502,581.0,7402,0.0247,128100
3966,210000,1,1,0,0,0,0,33,0,0,0.4938,32654.0,622209,6670.0,70012,0.0556,552197
3967,60000,1,1,0,0,1,0,25,0,17,0.8908,-5532.0,320697,5667.0,17000,0.0472,303697
3968,50000,0,1,0,0,0,0,53,0,4,0.2121,2994.0,63619,292.0,7723,0.0257,55896
3969,50000,1,0,0,0,1,0,26,0,-1,0.1848,-15464.0,55443,1076.0,25823,0.0861,29620
3970,90000,1,1,0,0,1,0,26,0,0,0.269,-2421.0,145244,723.0,7104,0.0132,138140
3971,250000,0,0,0,0,0,0,31,0,-8,0.0392,4388.0,58751,2972.0,47469,0.0316,11282
3972,290000,0,0,1,0,0,0,47,1,1,0.4931,196251.0,857932,-66856.0,222019,0.1276,635913
3973,240000,0,1,0,0,1,0,35,0,-5,0.0287,4835.0,41392,9396.0,33496,0.0233,7896
3974,360000,0,0,0,0,1,0,29,0,-5,0.0075,837.0,16186,3331.0,13394,0.0062,2792
3975,340000,0,0,0,0,1,0,36,0,0,0.0644,-11375.0,131472,-3335.0,40028,0.0196,91444
3976,290000,1,0,0,0,1,0,48,0,-1,0.1074,34833.0,186846,-878.0,9041,0.0052,177805
3977,50000,1,1,0,0,1,0,25,0,1,0.4146,34570.0,124368,-2274.0,12516,0.0417,111852
3978,310000,1,1,0,0,0,0,41,0,-6,0.0125,219.0,23185,5485.0,23463,0.0126,-278
3979,10000,0,1,0,0,1,0,22,0,0,0.9299,-869.0,55794,1235.0,4706,0.0784,51088
3980,260000,1,0,0,0,1,0,31,0,0,0.7216,-2268.0,1125749,700.0,43700,0.028,1082049
3981,180000,1,0,1,0,1,0,26,1,0,0.31,18513.0,334839,-717.0,16450,0.0152,318389
3982,20000,0,0,1,0,1,0,26,0,-9,0.0073,292.0,876,520.0,1560,0.013,-684
3983,360000,1,0,0,0,1,0,28,0,-12,0.0023,1633.0,4900,833.0,2500,0.0012,2400
3984,80000,1,0,0,0,0,0,30,0,2,0.7535,12960.0,361658,133.0,14400,0.03,347258
3985,450000,1,1,0,0,0,0,44,0,0,0.0263,146.0,71131,4458.0,26626,0.0099,44505
3986,30000,1,1,0,0,1,0,22,1,0,0.9653,679.0,173760,0.0,9401,0.0522,164359
3987,500000,0,0,0,0,0,0,39,0,-2,0.0209,18318.0,62735,-65394.0,210599,0.0702,-147864
3988,210000,1,0,0,0,0,0,34,0,0,0.7378,-9859.0,929679,-497.0,34510,0.0274,895169
3989,300000,0,0,1,0,1,0,64,0,-6,0.0042,-365.0,7578,-282.0,7936,0.0044,-358
3990,100000,0,0,0,1,0,0,52,1,0,0.6151,35095.0,369064,48.0,13743,0.0229,355321
3991,240000,0,0,0,0,0,0,47,1,11,0.5885,-8934.0,847462,274.0,34177,0.0237,813285
3992,50000,1,1,0,0,1,0,56,0,-2,0.3444,19239.0,103316,5832.0,25295,0.0843,78021
3993,20000,0,1,0,0,1,0,22,1,14,0.9372,-1036.0,112462,333.0,5000,0.0417,107462
3994,110000,1,1,0,0,1,0,23,1,-1,0.1857,-37043.0,122537,-22025.0,70274,0.1065,52263
3995,200000,0,0,0,0,0,1,43,0,-5,0.0169,6194.0,20328,3279.0,12164,0.0101,8164
3996,220000,0,0,1,0,1,0,33,0,-1,0.0103,-2349.0,13546,667.0,10000,0.0076,3546
3997,50000,1,1,0,0,1,0,43,1,0,0.1859,577.0,55760,966.0,6898,0.023,48862
3998,60000,0,1,0,0,1,0,26,0,0,0.5694,3442.0,204970,-590.0,10936,0.0304,194034
3999,20000,1,0,0,0,1,0,23,1,12,0.6147,-1284.0,73759,1067.0,6200,0.0517,67559
4000,170000,0,1,0,0,1,0,39,1,-2,0.0264,935.0,26922,1109.0,21588,0.0212,5334
4001,30000,1,0,0,0,1,0,29,0,1,0.1234,-2428.0,22205,3087.0,9762,0.0542,12443
4002,160000,1,0,0,0,0,0,29,1,-7,0.0032,163.0,3067,-330.0,1289,0.0013,1778
4003,200000,0,0,0,0,0,0,35,1,0,0.7978,23328.0,957367,-42167.0,163500,0.1362,793867
4004,120000,0,0,1,0,1,0,25,0,1,0.3323,49407.0,239254,-6807.0,55496,0.0771,183758
4005,230000,1,0,0,0,0,0,38,0,-5,0.0111,4477.0,15327,280.0,2736,0.002,12591
4006,20000,1,0,1,0,0,0,42,0,-6,0.2818,4174.0,33821,4625.0,25764,0.2147,8057
4007,10000,0,0,1,0,1,0,46,1,16,0.105,0.0,6300,0.0,0,0.0,6300
4008,100000,1,0,1,0,1,0,24,0,-7,0.0041,-828.0,2483,-854.0,2563,0.0043,-80
4009,130000,1,1,0,0,1,0,24,0,-9,0.0,0.0,0,0.0,0,0.0,0
4010,50000,0,1,0,0,1,0,47,0,0,0.8579,38258.0,257359,1056.0,9169,0.0306,248190
4011,140000,1,0,1,0,1,0,31,0,0,0.6481,7816.0,544441,600.0,20200,0.024,524241
4012,50000,0,1,0,0,1,0,49,0,0,0.7557,56321.0,226701,1703.0,7080,0.0236,219621
4013,360000,0,0,0,0,1,0,29,0,-12,0.008,432.0,17350,-3968.0,31163,0.0144,-13813
4014,20000,1,1,0,0,1,0,22,1,15,0.9654,-750.0,115851,-67.0,3200,0.0267,112651
4015,110000,1,1,0,0,1,0,33,0,0,0.7978,39545.0,526516,325.0,27567,0.0418,498949
4016,100000,0,1,0,0,1,0,33,1,18,0.8824,616.0,529433,-3518.0,16953,0.0283,512480
4017,260000,1,0,0,0,0,0,39,0,0,0.7018,56203.0,1094800,1404.0,38081,0.0244,1056719
4018,50000,1,0,0,0,1,0,23,0,0,0.5689,22713.0,170680,-169.0,8701,0.029,161979
4019,360000,1,1,0,0,0,0,39,1,-9,0.0,0.0,0,0.0,0,0.0,0
4020,30000,1,1,0,0,0,0,27,1,12,0.939,-724.0,169014,-246.0,6055,0.0336,162959
4021,50000,0,1,0,0,1,0,23,0,0,0.5992,40576.0,179757,1080.0,5887,0.0196,173870
4022,270000,1,1,0,0,1,0,31,0,-12,0.0,0.0,0,0.0,0,0.0,0
4023,250000,1,0,0,0,0,0,44,0,-11,0.0229,797.0,34291,-1110.0,33653,0.0224,638
4024,250000,0,0,0,0,1,0,48,0,-6,0.0159,-1070.0,23888,3048.0,15129,0.0101,8759
4025,120000,1,1,0,0,0,0,24,0,-6,0.0141,-3393.0,10180,-2515.0,7544,0.0105,2636
4026,250000,1,0,1,0,1,0,36,0,-1,0.2949,-29984.0,442323,-333.0,159000,0.106,283323
4027,260000,1,1,0,0,1,0,29,0,-6,0.0111,-4577.0,17371,-5210.0,17139,0.011,232
4028,240000,0,1,0,0,0,0,39,0,2,0.9984,-9244.0,1437747,-1337.0,62261,0.0432,1375486
4029,60000,1,1,0,0,1,0,27,0,0,0.3453,-2039.0,124300,-88.0,9559,0.0266,114741
4030,250000,1,0,0,0,0,0,40,1,-5,0.0015,109.0,2282,0.0,1956,0.0013,326
4031,100000,1,1,0,0,1,0,26,0,0,0.8317,12729.0,499006,1919.0,22390,0.0373,476616
4032,150000,1,0,0,0,1,0,35,0,-6,0.0008,307.0,740,-163.0,2630,0.0029,-1890
4033,170000,1,0,0,0,0,0,45,0,0,0.8365,31153.0,853213,1380.0,32114,0.0315,821099
4034,710000,1,0,0,0,1,0,32,0,0,0.0473,-3729.0,201503,-391.0,18919,0.0044,182584
4035,20000,0,1,0,0,0,0,50,0,2,0.4386,-2381.0,52634,967.0,5300,0.0442,47334
4036,360000,1,1,0,0,1,0,36,0,0,0.094,50209.0,203107,1561.0,5963,0.0028,197144
4037,150000,1,0,1,0,0,0,60,1,-9,0.0,0.0,0,0.0,0,0.0,0
4038,150000,1,0,1,0,0,0,49,0,-5,0.0682,2816.0,61349,7741.0,55694,0.0619,5655
4039,50000,0,0,1,0,1,0,58,0,0,0.116,2953.0,34794,22.0,4637,0.0155,30157
4040,140000,1,0,1,0,0,0,38,0,8,0.9344,-20540.0,784881,5333.0,37000,0.044,747881
4041,250000,0,0,0,0,0,0,42,0,-5,0.042,-19908.0,62957,-20618.0,65134,0.0434,-2177
4042,20000,0,1,0,0,1,0,36,0,9,0.6924,-1795.0,83093,1173.0,5979,0.0498,77114
4043,360000,1,1,0,0,0,0,42,0,-12,0.0045,2519.0,9698,1742.0,7365,0.0034,2333
4044,160000,1,1,0,0,0,0,34,1,-6,0.0043,872.0,4103,231.0,1369,0.0014,2734
4045,180000,1,1,0,0,0,0,30,0,0,0.1316,7442.0,142099,988.0,6965,0.0064,135134
4046,50000,0,1,0,0,1,0,23,0,0,0.4279,8323.0,128356,508.0,5676,0.0189,122680
4047,50000,0,1,0,0,1,0,45,0,2,0.4086,333.0,122590,1392.0,8504,0.0283,114086
4048,220000,1,0,0,0,0,0,60,1,10,0.0941,-1892.0,124169,0.0,8000,0.0061,116169
4049,150000,0,1,0,0,0,0,39,1,6,0.5697,-9225.0,512706,569.0,27742,0.0308,484964
4050,160000,0,1,0,0,0,0,40,0,-9,0.0048,1533.0,4599,980.0,2941,0.0031,1658
4051,160000,1,0,1,0,1,0,30,0,-5,0.0188,-2808.0,18002,-937.0,16947,0.0177,1055
4052,200000,1,1,0,0,0,0,29,0,0,0.3656,1277.0,438674,31.0,20153,0.0168,418521
4053,190000,0,0,0,0,1,0,32,0,2,0.0234,2218.0,26673,-117.0,5650,0.005,21023
4054,50000,1,1,0,0,0,0,32,1,0,0.4083,22299.0,122499,-12839.0,44716,0.1491,77783
4055,50000,0,1,0,0,1,0,24,0,-5,0.0091,-130.0,2730,390.0,1950,0.0065,780
4056,140000,1,1,0,0,1,0,35,0,0,0.6631,-4713.0,556981,131.0,21706,0.0258,535275
4057,60000,1,1,0,0,1,0,26,0,4,0.8701,-4302.0,313229,223.0,17070,0.0474,296159
4058,10000,1,0,1,0,0,0,24,0,0,0.7398,2853.0,44387,846.0,3374,0.0562,41013
4059,400000,0,0,0,0,1,0,28,0,1,0.1178,-88628.0,282677,19024.0,137192,0.0572,145485
4060,500000,1,0,0,0,1,0,44,0,0,0.6632,-75058.0,1989749,22757.0,296860,0.099,1692889
4061,320000,1,1,0,0,1,0,24,0,-5,0.1522,2892.0,292155,-16129.0,260714,0.1358,31441
4062,240000,0,0,0,0,0,0,50,0,-10,0.0015,705.0,2115,0.0,0,0.0,2115
4063,110000,1,0,1,0,0,0,44,0,0,1.1291,13627.0,745235,1432.0,21025,0.0319,724210
4064,240000,0,0,0,0,1,0,29,1,-9,0.0,0.0,0,0.0,0,0.0,0
4065,50000,1,0,1,0,1,0,31,1,6,0.5907,-3437.0,177216,-1472.0,12929,0.0431,164287
4066,100000,1,0,1,0,1,0,46,0,1,0.0042,593.0,2509,221.0,1265,0.0021,1244
4067,50000,0,0,0,0,1,0,25,0,-6,0.2118,10275.0,63552,3147.0,50739,0.1691,12813
4068,50000,0,0,1,0,1,0,24,1,-5,0.1714,17070.0,51410,700.0,2100,0.007,49310
4069,50000,0,1,0,0,0,0,43,1,-1,0.1448,-6317.0,43450,1969.0,18907,0.063,24543
4070,150000,1,1,0,0,1,0,30,0,8,0.4662,-8047.0,419555,2774.0,19723,0.0219,399832
4071,200000,1,1,0,0,0,0,37,0,-12,0.009,-122.0,10746,-863.0,7869,0.0066,2877
4072,80000,1,1,0,0,1,0,28,0,0,0.5453,6986.0,261721,793.0,10356,0.0216,251365
4073,360000,0,0,0,0,0,0,35,0,-6,0.0291,3853.0,62774,1927.0,57792,0.0268,4982
4074,120000,0,1,0,0,1,0,49,0,0,0.2784,7077.0,200454,-1667.0,17000,0.0236,183454
4075,230000,0,0,0,0,1,0,28,0,2,0.2205,37207.0,304309,362.0,15493,0.0112,288816
4076,60000,1,1,0,0,0,0,34,1,0,0.4792,25857.0,172527,-168.0,9683,0.0269,162844
4077,90000,0,1,0,0,0,0,37,0,9,0.123,-1605.0,66394,971.0,4631,0.0086,61763
4078,50000,0,1,0,0,1,0,29,1,7,0.6595,30374.0,197846,171.0,8514,0.0284,189332
4079,240000,0,1,0,0,0,0,31,0,-6,0.0029,315.0,4210,188.0,3830,0.0027,380
4080,230000,1,1,0,0,0,0,42,0,-6,0.0133,4444.0,18387,867.0,48600,0.0352,-30213
4081,80000,1,0,0,0,1,0,23,0,0,0.1939,7233.0,93078,3282.0,12454,0.0259,80624
4082,400000,1,0,0,0,1,0,28,0,-5,0.0087,1405.0,20993,895.0,18298,0.0076,2695
4083,120000,0,0,0,0,0,0,45,0,2,0.9911,-2461.0,713559,733.0,31200,0.0433,682359
4084,250000,0,0,0,0,0,0,39,0,-4,0.0043,1457.0,6522,1569.0,6522,0.0043,0
4085,30000,1,0,0,0,1,0,24,0,7,0.6671,11594.0,120077,560.0,7519,0.0418,112558
4086,150000,1,0,0,0,0,0,54,0,0,0.9832,8234.0,884891,700.0,34300,0.0381,850591
4087,310000,0,0,1,0,1,0,37,0,4,0.7543,-45421.0,1402925,-28000.0,136000,0.0731,1266925
4088,150000,0,1,0,0,1,0,34,0,0,0.9543,-9389.0,858882,1333.0,21000,0.0233,837882
4089,80000,1,0,0,0,1,0,29,0,-3,0.0441,6952.0,21156,977.0,4069,0.0085,17087
4090,200000,1,0,0,0,0,0,37,1,-9,0.0,0.0,0,0.0,0,0.0,0
4091,50000,0,1,0,0,1,0,24,0,0,0.3423,18706.0,102680,1040.0,4692,0.0156,97988
4092,190000,0,1,0,0,0,0,23,1,0,0.9062,49190.0,1033018,2742.0,37859,0.0332,995159
4093,50000,0,1,0,0,1,0,33,0,8,0.4033,29921.0,120992,3667.0,15000,0.05,105992
4094,100000,0,1,0,0,1,0,31,1,12,0.257,-2020.0,154230,833.0,6500,0.0108,147730
4095,150000,0,0,0,0,0,0,33,0,0,0.9109,6149.0,819828,0.0,32030,0.0356,787798
4096,80000,0,1,0,0,1,0,43,0,6,0.1642,7947.0,78828,-153.0,6748,0.0141,72080
4097,200000,0,1,0,0,0,0,30,0,-9,0.0033,140.0,3996,0.0,4416,0.0037,-420
4098,120000,1,0,1,0,1,0,46,0,0,0.8304,18672.0,597868,623.0,22361,0.0311,575507
4099,60000,1,1,0,0,0,0,49,1,4,0.6778,18943.0,243992,421.0,10554,0.0293,233438
4100,450000,1,0,0,1,0,0,51,0,-6,0.1098,97950.0,296526,1950.0,8526,0.0032,288000
4101,120000,0,0,0,0,1,0,32,1,-6,0.0134,-2096.0,9627,-1406.0,8737,0.0121,890
4102,130000,0,1,0,0,0,0,43,0,-7,0.3818,-99267.0,297800,28557.0,108256,0.1388,189544
4103,240000,1,0,0,0,1,0,36,1,1,0.0303,-1900.0,43651,-255.0,14713,0.0102,28938
4104,90000,1,1,0,0,1,0,26,0,0,0.1197,-315.0,64664,-3881.0,35677,0.0661,28987
4105,210000,0,1,0,0,1,0,25,1,4,0.0276,1480.0,34781,833.0,6500,0.0052,28281
4106,90000,1,1,0,0,1,0,23,0,-2,0.1396,-840.0,75379,5876.0,21338,0.0395,54041
4107,420000,1,0,0,0,0,0,40,0,-12,0.0468,-30943.0,117814,-29955.0,147462,0.0585,-29648
4108,290000,0,0,0,0,0,0,63,1,2,0.6774,-16554.0,1178638,-220.0,45340,0.0261,1133298
4109,390000,0,0,0,0,1,0,29,0,2,0.1256,-7087.0,293845,-4090.0,26471,0.0113,267374
4110,230000,0,0,0,0,1,0,32,0,-12,0.0026,-21.0,3556,-184.0,3067,0.0022,489
4111,90000,1,1,0,0,0,0,29,0,0,0.0953,7533.0,51453,344.0,11032,0.0204,40421
4112,280000,1,1,0,0,0,0,45,0,-7,0.002,1096.0,3288,115.0,6230,0.0037,-2942
4113,280000,1,0,0,0,1,0,28,0,-12,0.0491,7665.0,82455,5254.0,66555,0.0396,15900
4114,30000,1,0,1,0,0,0,25,0,-1,0.597,-19813.0,107468,15196.0,50541,0.2808,56927
4115,20000,0,1,0,0,0,0,38,0,-1,0.8916,2727.0,106988,-1215.0,9838,0.082,97150
4116,180000,1,0,0,0,0,0,43,0,-5,0.152,45164.0,164115,33938.0,129152,0.1196,34963
4117,70000,1,0,1,0,1,0,26,1,0,0.1496,-3919.0,62818,167.0,10500,0.025,52318
4118,230000,1,1,0,0,0,0,34,0,-6,0.0126,1793.0,17402,2412.0,17167,0.0124,235
4119,50000,0,1,0,0,1,0,36,0,2,0.3482,156.0,104453,0.0,10000,0.0333,94453
4120,250000,0,1,0,0,0,0,47,0,-6,0.0303,7558.0,45474,7991.0,34880,0.0233,10594
4121,140000,0,0,0,0,0,0,47,0,0,0.7512,5977.0,631035,1004.0,26211,0.0312,604824
4122,140000,1,1,0,0,0,0,41,0,2,0.3404,-5978.0,285907,1300.0,16300,0.0194,269607
4123,130000,1,0,0,0,1,0,25,0,-6,0.0143,2041.0,11178,2581.0,10626,0.0136,552
4124,120000,1,1,0,0,0,0,40,0,-7,0.1128,22191.0,81226,1221.0,3663,0.0051,77563
4125,60000,1,1,0,0,1,0,43,1,8,0.8275,-9383.0,297896,3650.0,15250,0.0424,282646
4126,80000,1,0,1,0,1,0,32,0,0,0.997,-1304.0,478556,-1233.0,21900,0.0456,456656
4127,240000,1,0,0,0,0,0,41,0,-6,0.0482,-5808.0,69412,-6043.0,66402,0.0461,3010
4128,50000,0,0,1,0,0,0,32,1,-2,0.6432,31476.0,192951,1917.0,5750,0.0192,187201
4129,270000,1,0,0,0,1,0,33,0,-12,0.0121,6021.0,19604,1202.0,10555,0.0065,9049
4130,170000,1,0,0,0,0,0,52,0,-3,0.0237,-2203.0,24214,-187.0,21590,0.0212,2624
4131,50000,0,1,0,0,0,0,51,1,0,0.4952,36079.0,148568,729.0,4670,0.0156,143898
4132,230000,1,0,0,1,0,0,29,0,0,0.5217,14134.0,719881,-8015.0,62044,0.045,657837
4133,390000,1,0,0,0,1,0,26,0,-4,0.3549,-139655.0,830481,54456.0,255368,0.1091,575113
4134,200000,1,1,0,0,0,0,39,1,2,0.7201,19069.0,864145,1361.0,33320,0.0278,830825
4135,500000,1,1,0,0,0,0,27,0,0,0.3639,-6883.0,1091758,354.0,38861,0.013,1052897
4136,30000,1,0,0,0,1,0,25,1,5,0.2948,7711.0,53060,377.0,2961,0.0164,50099
4137,450000,1,0,0,0,1,0,33,0,-6,0.0193,9995.0,52047,-21322.0,95374,0.0353,-43327
4138,50000,0,1,0,0,1,0,25,0,-3,0.2404,-8844.0,72128,-10924.0,39336,0.1311,32792
4139,50000,1,0,0,0,1,0,26,0,0,0.9481,761.0,284441,284.0,11969,0.0399,272472
4140,220000,0,0,0,0,1,0,48,0,2,0.5708,-8766.0,753507,2567.0,36300,0.0275,717207
4141,30000,1,1,0,0,1,0,33,0,0,0.9479,1651.0,170622,667.0,14000,0.0778,156622
4142,50000,1,0,1,0,0,0,42,0,7,0.6042,2701.0,181249,0.0,6000,0.02,175249
4143,50000,0,1,0,0,0,0,31,0,0,0.9882,-975.0,296465,-412.0,13125,0.0438,283340
4144,30000,1,1,0,0,1,0,24,1,0,0.6239,19259.0,112295,1067.0,3200,0.0178,109095
4145,200000,1,0,0,0,1,0,42,1,-3,0.0058,-570.0,6990,-9156.0,32747,0.0273,-25757
4146,50000,1,1,0,0,0,0,46,1,11,0.8973,-2560.0,269190,733.0,9000,0.03,260190
4147,80000,1,1,0,0,1,0,26,0,0,0.6176,-5597.0,296470,-1667.0,25000,0.0521,271470
4148,20000,0,0,1,0,0,0,26,1,10,0.5713,-513.0,68557,33.0,4100,0.0342,64457
4149,70000,1,1,0,0,0,0,44,0,0,0.9086,12460.0,381599,1948.0,17740,0.0422,363859
4150,130000,0,0,1,0,0,0,44,0,-8,0.0202,5241.0,15722,0.0,0,0.0,15722
4151,200000,0,0,1,0,0,0,34,0,0,0.8094,62320.0,971304,333.0,51000,0.0425,920304
4152,320000,1,0,0,0,0,0,34,0,-12,0.0209,-3215.0,40033,-6299.0,32724,0.017,7309
4153,170000,1,0,0,0,1,0,27,0,-1,0.448,-89907.0,456987,39019.0,147056,0.1442,309931
4154,280000,1,0,0,0,1,0,30,0,-6,0.0496,-6518.0,83311,8555.0,79510,0.0473,3801
4155,10000,1,1,0,0,1,0,34,0,-2,0.5777,6021.0,34664,1155.0,3466,0.0578,31198
4156,200000,0,0,0,0,0,0,35,0,3,0.9297,31997.0,1115581,-349.0,38158,0.0318,1077423
4157,70000,0,1,0,0,1,0,27,0,0,0.8942,4430.0,375582,0.0,18000,0.0429,357582
4158,230000,1,0,0,0,1,0,45,0,0,0.8901,1044.0,1228339,-1676.0,95092,0.0689,1133247
4159,150000,1,0,0,0,1,0,40,0,-7,0.0047,733.0,4200,467.0,3400,0.0038,800
4160,320000,1,0,0,0,0,0,29,0,-2,0.1675,87538.0,321597,-1000.0,21000,0.0109,300597
4161,50000,0,0,0,0,1,0,25,0,21,0.7347,592.0,220414,333.0,7001,0.0233,213413
4162,200000,1,1,0,0,0,0,44,1,7,0.025,-2308.0,30027,-662.0,10014,0.0083,20013
4163,200000,0,1,0,0,0,0,39,1,-6,0.0016,0.0,1956,0.0,1956,0.0016,0
4164,160000,1,1,0,0,1,0,29,0,-7,0.0132,548.0,12654,1578.0,16125,0.0168,-3471
4165,380000,0,0,0,0,1,0,42,0,1,0.0082,2625.0,18776,861.0,7418,0.0033,11358
